id,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Global_Sales
5229,LittleBigPlanet PS Vita,PSV,2012.0,Platform,Sony Computer Entertainment,0.35,0.61,0.02,0.27,88.0,71.0,8.6,348.0,"Tarsier Studios, Double Eleven",E,1.25020615391098
5230,Winx Club: Rockstars,DS,2010.0,Adventure,Namco Bandai Games,0.0,0.02,0.0,0.0,,,,,Rainbow S.p.A.,E,0.020300596592594467
5236,Beat City,DS,2010.0,Misc,THQ,0.06,0.0,0.0,0.0,70.0,7.0,tbd,,Universomo,E,0.060289591502433876
5241,The Legend of Spyro: Dawn of the Dragon,X360,2008.0,Platform,Vivendi Games,0.16,0.12,0.0,0.03,62.0,35.0,7.2,26.0,Etranges Libellules,E10+,0.31027157067238476
5243,MLB 08: The Show,PSP,2008.0,Sports,Sony Computer Entertainment,0.3,0.0,0.0,0.02,83.0,14.0,8.4,12.0,SCEA San Diego Studios,E,0.3202447267457339
5246,NHL 2K9,PS3,2008.0,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,70.0,21.0,tbd,,Visual Concepts,E10+,0.13027936336354928
5255,Crime Life: Gang Wars,XB,2005.0,Action,Konami Digital Entertainment,0.04,0.01,0.0,0.0,30.0,19.0,3.4,9.0,Hothouse Creations,M,0.0502934186239179
5257,Q-Ball: Billiards Master,PS2,2000.0,Sports,Take-Two Interactive,0.13,0.1,0.0,0.04,65.0,9.0,tbd,,Ornith,E,0.27027331709939595
5262,Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,,,,,,,0.030298044940984235
5265,Ratatouille,PS2,2007.0,Action,THQ,0.31,0.0,0.0,0.53,65.0,9.0,8,11.0,Asobo Studio,E,0.840124359267207
5276,MapleStory DS,DS,2010.0,Role-Playing,Nexon,0.0,0.0,0.03,0.0,,,,,,,0.030298044940984235
5278,Rampo,SAT,1995.0,Adventure,Sega,0.0,0.0,0.03,0.0,,,,,,,0.030298044940984235
5283,Funky Barn,3DS,2012.0,Simulation,Ubisoft,0.07,0.03,0.0,0.01,,,,,,,0.11028701760651732
5284,Jimmy Neutron: Boy Genius,GC,2002.0,Platform,THQ,0.07,0.02,0.0,0.0,42.0,4.0,5.1,7.0,Big Sky Software,E,0.09028886862742057
5300,Justice League Heroes,DS,2006.0,Role-Playing,Eidos Interactive,0.08,0.0,0.0,0.01,43.0,9.0,5.7,7.0,Sensory Sweep,E10+,0.09028391336004662
5303,Final Fantasy Type-0,PS4,2015.0,Role-Playing,Square Enix,0.37,0.32,0.15,0.14,,,,,,,0.9802123165004144
5311,Snood 2: On Vacation,GBA,2005.0,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,,,,,,,0.010297968620415234
5319,Ape Escape 2,PS2,2002.0,Platform,Sony Computer Entertainment,0.12,0.09,0.38,0.03,82.0,31.0,8.4,32.0,SCE Japan Studio,E,0.6202565882388834
5320,Starry ? Sky: After Spring,PSP,2009.0,Misc,Aqua Plus,0.0,0.0,0.04,0.0,,,,,,,0.04029751190664182
5322,Sumikko Gurashi: Omise Hajimerundesu,3DS,2015.0,Action,Nippon Columbia,0.0,0.0,0.15,0.0,,,,,,,0.15029164852887517
5324,Call of Duty: Black Ops 3,PC,2015.0,Shooter,Activision,0.0,0.25,0.0,0.01,,,,,,,0.2603092236061038
5340,Blaster Master: Blasting Again,PS,2000.0,Shooter,Sunsoft,0.14,0.1,0.0,0.02,,,,,,,0.2602762962661891
5344,"Sesame Street: Ready, Set, Grover!",Wii,2011.0,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,,,,,,,0.11028056251285408
5345,Dynasty Warriors 5 Empires,X360,2006.0,Action,Tecmo Koei,0.11,0.01,0.0,0.01,61.0,40.0,8.2,19.0,Omega Force,T,0.13027936336354928
5350,Tony Hawk's American Wasteland (Weekly american sales),PS2,2005.0,Sports,Activision,1.38,0.05,0.0,0.02,,,,,,,1.450066162368794
5353,Where the Wild Things Are,X360,2009.0,Platform,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,51.0,10.0,5.4,5.0,Griptonite Games,E10+,0.11028056251285408
5362,LEGO Batman: The Videogame,PS3,2008.0,Action,Warner Bros. Interactive Entertainment,0.72,0.39,0.0,0.19,75.0,24.0,7.7,33.0,Traveller's Tales,E10+,1.300153369633748
5364,7 Wonders: Treasures of Seven,DS,2011.0,Puzzle,Avanquest,0.01,0.02,0.0,0.0,,,,,,,0.030298921168998197
5365,Killer Instinct Gold,N64,1996.0,Fighting,Nintendo,0.61,0.19,0.0,0.01,,,,,,,0.8102041651209824
5366,Kid Icarus: Uprising,3DS,2012.0,Action,Nintendo,0.48,0.35,0.36,0.07,83.0,75.0,8.7,487.0,"Opus, Project Sora",E10+,1.260200413008902
5368,Serious Sam: Next Encounter,PS2,2004.0,Shooter,Global Star,0.04,0.03,0.0,0.01,65.0,27.0,7.8,17.0,Climax Group,M,0.08029204387730615
5369,Tony Hawk's Underground,GBA,2003.0,Sports,Activision,0.43,0.16,0.0,0.01,86.0,9.0,7.7,9.0,Vicarious Visions,E,0.6002328939228408
5373,Batman Begins,PS2,2005.0,Action,Electronic Arts,0.27,0.21,0.0,0.07,64.0,41.0,7.3,70.0,Eurocom Entertainment Software,T,0.5502481183006702
5381,Robocalypse,DS,2008.0,Strategy,Tecmo Koei,0.07,0.0,0.0,0.01,78.0,15.0,8.6,18.0,Vogster,E10+,0.08028558878364289
5386,BioShock,X360,2007.0,Shooter,Take-Two Interactive,1.65,0.85,0.05,0.28,96.0,88.0,8.9,2249.0,"Irrational Games, 2K Marin",M,2.829995853028238
5398,ESPN Final Round Golf 2002,GBA,2001.0,Sports,Konami Digital Entertainment,0.12,0.05,0.0,0.0,70.0,10.0,tbd,,Konami Computer Entertainment Nagoya,E,0.17028192033231365
5403,Donkey Kong Land,GB,1994.0,Platform,Nintendo,1.97,0.76,1.07,0.11,,,,,,,3.9099231475199177
5405,Tales of Fandom Vol.2,PS2,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.08,0.0,,,,,,,0.08029537976927213
5410,Azada,3DS,2012.0,Puzzle,Licensed 4U,0.0,0.02,0.0,0.0,,,tbd,,Engine Software,E,0.020300596592594467
5415,Blitz: The League,XB,2004.0,Sports,Midway Games,0.4,0.11,0.0,0.02,78.0,30.0,7.7,14.0,Midway,M,0.5302332115269776
5421,Airblade,PS2,2001.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,70.0,18.0,5.8,12.0,Criterion Games,T,0.23027851896749169
5423,Final Fantasy III,NES,1990.0,Role-Playing,SquareSoft,0.0,0.0,1.39,0.01,,,,,,,1.40022322497522
5427,Far Cry: Primal,PC,2016.0,Action,Ubisoft,0.04,0.11,0.0,0.01,74.0,18.0,4.8,368.0,Ubisoft Montreal,M,0.160295854071638
5430,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
5432,Dishonored,XOne,2015.0,Action,Bethesda Softworks,0.09,0.05,0.0,0.01,,,,,,,0.15028461930790776
5436,Gekido,PS,1999.0,Fighting,Infogrames,0.06,0.04,0.0,0.01,,,,,,,0.11028916930440508
5443,Warriors: Legends of Troy,PS3,2011.0,Action,Tecmo Koei,0.06,0.04,0.07,0.02,44.0,22.0,7,24.0,Tecmo Koei Canada,M,0.1902831107688134
5449,Hot Potato!,GBA,2001.0,Action,BAM! Entertainment,0.03,0.01,0.0,0.0,,,,,,,0.04029509404751417
5453,Cars 2,Wii,2011.0,Racing,Disney Interactive Studios,0.43,0.37,0.0,0.09,,,,,,,0.8902242773214042
5454,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,2006.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.1,0.0,,,,,,,0.10029431370058728
5461,SingStar Take That,PS2,2009.0,Misc,Sony Computer Entertainment,0.0,0.06,0.0,0.39,,,,,,,0.45021173717716634
5470,Intellivision Lives!,XB,2004.0,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,,,,,,,0.04029509404751417
5473,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,2002.0,Action,Takara,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
5475,George of the Jungle and the Search for the Secret,DS,2008.0,Platform,Ignition Entertainment,0.05,0.0,0.0,0.0,44.0,4.0,,,Crave,E,0.05029126692603015
5495,Lagoon,SNES,1991.0,Role-Playing,Kemco,0.0,0.0,0.05,0.0,,,,,,,0.05029697887229939
5499,SD Gundam: Scad Hammers,Wii,2006.0,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,,,,,,,0.05029697887229939
5516,Wall-E,PS3,2008.0,Platform,THQ,0.12,0.21,0.0,0.08,51.0,24.0,5,7.0,Heavy Iron Studios,E,0.4102709223594196
5518,Trauma Team,Wii,,Simulation,Unknown,0.14,0.0,0.02,0.01,82.0,29.0,8.8,25.0,Atlus,T,0.17027279474978416
5522,F1 2016 (Codemasters),XOne,2016.0,Racing,Codemasters,0.03,0.08,0.0,0.01,,,,,,,0.12029610067235982
5539,Spy Hunter / Super Sprint,GBA,2005.0,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0,,,,,,,0.030296769471110443
5543,Dora The Explorer: Dora Saves the Snow Princess,Wii,2008.0,Platform,Take-Two Interactive,0.49,0.02,0.0,0.04,47.0,4.0,7,5.0,High Voltage Software,E,0.5502091916555982
5549,Rakushou! Pachi-Slot Sengen 4,PS2,2006.0,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,,,,,,,0.010299111009669083
5554,Devil May Cry 4,PS3,2008.0,Action,Capcom,0.58,0.45,0.34,0.2,84.0,63.0,8.2,311.0,Capcom,M,1.5701592327470077
5555,Max Payne,PC,2001.0,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,89.0,32.0,9.1,1016.0,Remedy Entertainment,M,0.020300596592594467
5563,Bunmei Haruka: Aoiza Ibunroku,PSP,2011.0,Action,FuRyu,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
5573,NPPL: Championship Paintball 2009,PS2,2008.0,Shooter,Activision Value,0.13,0.1,0.0,0.03,,,8.3,11.0,FUN Labs,E10+,0.2602756443945906
5574,Teenage Mutant Ninja Turtles (3DS),3DS,2013.0,Action,Activision,0.01,0.0,0.0,0.0,,,,,,,0.010297968620415234
5579,Sled Storm,PS,1998.0,Racing,Electronic Arts,0.9,0.61,0.0,0.11,,,,,,,1.6201523084049856
5585,Tiger Woods PGA Tour 14,PS3,2013.0,Sports,Electronic Arts,0.16,0.14,0.0,0.07,74.0,28.0,3.8,26.0,EA Tiburon,E,0.3702632140401889
5590,Hogan's Alley,NES,1984.0,Shooter,Nintendo,0.68,0.16,0.41,0.02,,,,,,,1.2701668266297
5594,FIFA Soccer 2003,GBA,2002.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,76.0,4.0,tbd,,Exient Entertainment,E,0.0502934186239179
5596,Dementium II,DS,2010.0,Shooter,SouthPeak Games,0.09,0.01,0.0,0.01,75.0,25.0,8.3,31.0,Renegade Kid,M,0.11028271421074182
5601,WWF Attitude,PS,1998.0,Fighting,Acclaim Entertainment,1.27,0.42,0.0,0.07,,,,,,,1.7600905777011642
5604,Stronghold Legends,PC,2006.0,Strategy,Take-Two Interactive,0.0,0.01,0.0,0.0,57.0,19.0,7.2,44.0,FireFly Studios,T,0.010300120318302986
5611,Herbie: Fully Loaded,GBA,2005.0,Racing,Disney Interactive Studios,0.24,0.09,0.0,0.01,47.0,9.0,6.8,4.0,Buena Vista Interactive,E,0.34026139305112957
5617,Shellshock,PS,1995.0,Action,Core Design Ltd.,0.06,0.04,0.0,0.01,,,,,,,0.11028916930440508
5620,Destroy All Humans!,XB,2005.0,Shooter,THQ,0.34,0.11,0.0,0.02,,,,,,,0.4702432640685552
5621,Outlaw Volleyball,XB,2003.0,Sports,TDK Mediactive,0.19,0.06,0.0,0.01,77.0,33.0,8.4,7.0,Hypnotix,M,0.2602683413462365
5640,Pinball,NES,1984.0,Action,Nintendo,0.8,0.19,0.83,0.03,,,,,,,1.8501234356318426
5642,Dragon Warrior I&II,GB,1999.0,Role-Playing,Enix Corporation,0.0,0.0,0.77,0.0,,,,,,,0.770258600399645
5643,Natalie Brooks: Mystery at Hillcrest High,DS,2012.0,Action,Licensed 4U,0.0,0.02,0.0,0.0,,,,,,,0.020300596592594467
5647,Chocolatier,DS,2010.0,Misc,Zoo Games,0.05,0.0,0.0,0.0,,,tbd,,Zoo Games,E,0.05029126692603015
5652,The Lord of the Rings: The Two Towers,PS2,2002.0,Action,Electronic Arts,1.94,1.95,0.08,0.7,82.0,32.0,8.2,78.0,Stormfront Studios,T,4.669900310414803
5660,Gem Smashers,3DS,2011.0,Platform,Crave Entertainment,0.04,0.0,0.0,0.0,,,tbd,,Frame Studios Interactive,E,0.04029294234962642
5663,Disney's Chicken Little,XB,2005.0,Platform,Disney Interactive Studios,0.1,0.03,0.0,0.0,68.0,15.0,tbd,,Avalanche Software,E10+,0.13028431863092324
5669,Memories Off: Yubikiri no Kikou,PSP,2011.0,Adventure,5pb,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
5671,Zoo Tycoon,PC,2001.0,Strategy,Microsoft Game Studios,0.0,0.03,0.0,0.0,,,,,,,0.030301072866885947
5672,Casper: Spirit Dimensions,PS2,2001.0,Platform,TDK Mediactive,0.07,0.05,0.0,0.02,58.0,7.0,3.5,6.0,Lucky Chicken,E,0.14028564285990558
5685,Pro Evolution Soccer 2017,PS4,2016.0,Sports,Konami Digital Entertainment,0.02,0.27,0.11,0.05,85.0,61.0,7.6,478.0,Konami,E,0.4502916527489487
5697,Twisted Metal: Black,PS2,2001.0,Racing,Sony Computer Entertainment,1.19,0.17,0.0,0.05,91.0,15.0,8.4,98.0,Incognito Inc.,M,1.4100967288230368
5701,Medal of Honor: Airborne,X360,2007.0,Shooter,Electronic Arts,0.45,0.52,0.01,0.12,73.0,54.0,6.7,77.0,Electronic Arts,T,1.1002205556686573
5706,Shin Megami Tensei: Devil Summoner - Soul Hackers,SAT,1997.0,Role-Playing,Atlus,0.0,0.0,0.31,0.0,,,,,,,0.3102831199793964
5709,Disney's PK: Out of the Shadows,GC,2002.0,Platform,Ubisoft,0.04,0.01,0.0,0.0,46.0,10.0,tbd,,Ubisoft,E,0.0502934186239179
5721,Pokemon Rumble World,3DS,2015.0,Action,Nintendo,0.0,0.01,0.08,0.0,58.0,16.0,6.4,69.0,"Ambrella, The Pokemon Company",E10+,0.09029585604356362
5726,Petz Pony: Beauty Pageant,DS,2009.0,Simulation,Ubisoft,0.18,0.0,0.0,0.01,,,tbd,,HotGen,E,0.1902671591240839
5740,Doraemon: Nobita no Kyouryuu 2006 DS,DS,2006.0,Role-Playing,Sega,0.0,0.0,0.05,0.0,,,,,,,0.05029697887229939
5741,Samurai Warriors: State of War,PSP,2005.0,Action,Tecmo Koei,0.07,0.0,0.11,0.01,64.0,30.0,6.4,8.0,Omega Force,T,0.19027972540587623
5758,Attack on Titan (KOEI),PSV,2016.0,Action,Tecmo Koei,0.0,0.0,0.13,0.0,,,,,,,0.13029271459756
5759,Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,PS,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.56,0.04,,,,,,,0.600260484940057
5762,Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010.0,Fighting,Namco Bandai Games,0.42,0.46,0.15,0.18,76.0,34.0,8.3,130.0,CyberConnect2,T,1.210201298041735
5765,America's Army: Rise of a Soldier,XB,2005.0,Shooter,Ubisoft,0.19,0.05,0.0,0.01,70.0,19.0,7.4,21.0,Secret Level,T,0.25026786507194504
5772,Super Swing Golf,Wii,2006.0,Sports,Nintendo,0.14,0.01,0.07,0.01,72.0,44.0,7.8,15.0,"Tecmo, Ntreev Soft",E10+,0.23027060585236353
5773,Bomberman,Wii,2008.0,Puzzle,Hudson Entertainment,0.0,0.0,0.01,0.0,,,,,,,0.010299111009669083
5775,Tom Clancy's Ghost Recon: Island Thunder,XB,2003.0,Shooter,Ubisoft,0.61,0.24,0.0,0.03,81.0,33.0,8.8,17.0,Red Storm Entertainment,M,0.8802018919020503
5778,Dragon Quest V: Tenkuu no Hanayome,PS2,2004.0,Role-Playing,Enix Corporation,0.0,0.0,1.65,0.0,,,,,,,1.6502116933775117
5793,Country Dance: All Stars,X360,2012.0,Action,GameMill Entertainment,0.16,0.0,0.0,0.01,,,5.2,5.0,High Voltage Software,E10+,0.17027050997127646
5801,F1 2009,Wii,2009.0,Racing,Codemasters,0.15,0.62,0.0,0.11,69.0,29.0,7.2,30.0,Sumo Digital,E,0.8802784414489973
5810,Road Trip,PS2,2002.0,Racing,Play It,0.04,0.03,0.0,0.01,80.0,4.0,9,41.0,Takara,E,0.08029204387730615
5821,Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004.0,Action,Konami Digital Entertainment,0.1,0.03,0.0,0.0,48.0,20.0,5.6,8.0,Konami,T,0.13028431863092324
5823,Command & Conquer: Tiberian Sun,PC,1999.0,Strategy,Westwood Studios,1.55,0.0,0.0,0.0,,,,,,,1.5500399533865894
5831,Tokyo Xanadu,PSV,2015.0,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.15,0.0,,,,,,,0.15029164852887517
5842,NHL 16,PS3,2015.0,Sports,Electronic Arts,0.0,0.01,0.0,0.0,,,,,,,0.010300120318302986
5851,The Idolm@ster 2,PS3,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.16,0.0,,,,,,,0.16029111549453276
5852,Spider-Man 2,PS2,2004.0,Action,Activision,1.75,1.2,0.02,0.43,80.0,50.0,8.9,106.0,Treyarch,T,3.399962458067584
5853,Let's Yoga!,DS,2007.0,Misc,Konami Digital Entertainment,0.0,0.0,0.02,0.0,,,tbd,,Vanpool,E,0.02029857797532666
5856,Madagascar: Escape 2 Africa,X360,2008.0,Action,Activision,0.12,0.1,0.0,0.03,62.0,23.0,tbd,,Toys for Bob,E10+,0.2502773198181869
5860,Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,2010.0,Misc,Unknown,0.0,0.0,0.03,0.0,,,,,,,0.030298044940984235
5866,Far Cry Instincts Evolution,XB,2006.0,Shooter,Ubisoft,0.06,0.02,0.0,0.0,78.0,15.0,6.3,32.0,Ubisoft Montreal,M,0.08029054405101684
5869,Jade Cocoon 2,PS2,2001.0,Role-Playing,Ubisoft,0.05,0.04,0.0,0.01,76.0,16.0,7.8,22.0,Genki,T,0.10029084472800136
5874,Classic NES Series: Dr. Mario,GBA,2004.0,Puzzle,Nintendo,0.31,0.11,0.13,0.01,66.0,10.0,7.5,6.0,Nintendo,E,0.5602436881880872
5876,Game of Thrones,PC,2012.0,Role-Playing,Focus Home Interactive,0.0,0.07,0.0,0.01,58.0,23.0,6.5,345.0,"Cyanide, Cyanide Studios",M,0.08030065066885717
5891,Medarot 9: Kabuto Ver. / Kuwagata Ver.,3DS,2015.0,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0,,,,,,,0.030298044940984235
5898,Battle Soccer: Field no Hasha,SNES,1992.0,Sports,Banpresto,0.0,0.0,0.16,0.0,,,,,,,0.16029111549453276
5906,Dungeon Siege II,PC,2005.0,Role-Playing,Microsoft Game Studios,0.0,0.02,0.0,0.0,80.0,51.0,7.9,159.0,Gas Powered Games,M,0.020300596592594467
5912,BloodRayne 2,XB,2004.0,Shooter,THQ,0.11,0.03,0.0,0.01,71.0,35.0,8.5,4.0,Terminal Reality,M,0.15028031591213226
5915,Kane & Lynch: Dead Men,X360,2007.0,Shooter,Eidos Interactive,0.36,0.31,0.01,0.08,,,,,,,0.7602349419016814
5916,Folklore,PS3,2007.0,Role-Playing,Sony Computer Entertainment,0.2,0.04,0.05,0.03,75.0,55.0,8.2,145.0,"Game Republic, JapanStudio",T,0.32025839361195574
5919,Max Payne 2: The Fall of Max Payne,PS2,2003.0,Shooter,Take-Two Interactive,0.65,0.51,0.0,0.17,73.0,27.0,8.2,63.0,Rockstar Vienna,M,1.3301754674808093
5924,Club Penguin: Elite Penguin Force,DS,2008.0,Adventure,Disney Interactive Studios,1.87,0.97,0.0,0.3,,,8,37.0,1st Playable Productions,E,3.139962719581941
5932,Sitting Ducks,GBA,2003.0,Platform,LSP Games,0.02,0.01,0.0,0.0,35.0,6.0,tbd,,LSP,E,0.030296769471110443
5935,Jane's Hotel,DS,2010.0,Simulation,Unknown,0.03,0.0,0.0,0.0,,,tbd,,Zoo Games,E,0.03029461777322269
5938,Zoo Hospital,DS,2007.0,Simulation,Eidos Interactive,0.03,0.0,0.0,0.0,53.0,6.0,tbd,,Torus Games,E,0.03029461777322269
5953,Worms 2,PC,1997.0,Strategy,Microprose,0.0,0.01,0.0,0.0,,,8.1,12.0,Team 17,K-A,0.010300120318302986
5957,Fast & Furious: Showdown,PS3,2013.0,Action,Activision,0.0,0.02,0.0,0.0,,,,,,,0.020300596592594467
5963,Boot Camp Academy,Wii,2010.0,Action,Zoo Games,0.03,0.0,0.0,0.0,,,tbd,,Ubisoft,E10+,0.03029461777322269
5974,Mortal Kombat vs. DC Universe,X360,2008.0,Fighting,Midway Games,1.53,0.23,0.0,0.16,72.0,61.0,7.5,87.0,Midway,T,1.9200170218193706
5983,Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004.0,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,57.0,16.0,8.6,11.0,Capcom,T,0.06029324302661093
5986,Net High,PSV,2015.0,Adventure,Marvelous Games,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
5993,Borderlands 2,PC,2012.0,Shooter,Take-Two Interactive,0.42,0.41,0.0,0.1,89.0,38.0,8.2,2482.0,Gearbox Software,M,0.9302255305469715
5999,DoDonPachi Daifukkatsu: Black Label,X360,2011.0,Shooter,Cave,0.0,0.0,0.01,0.0,,,,,,,0.010299111009669083
6010,Summoner: A Goddess Reborn,GC,2003.0,Role-Playing,THQ,0.04,0.01,0.0,0.0,72.0,19.0,tbd,,Cranky Pants Games,T,0.0502934186239179
6011,Dead Space 3,PS3,2013.0,Action,Electronic Arts,0.44,0.36,0.0,0.16,76.0,37.0,6.4,522.0,Visceral Games,M,0.9602058345571534
6012,Theatrhythm: Final Fantasy,3DS,2012.0,Misc,Square Enix,0.22,0.07,0.18,0.02,78.0,60.0,7.8,113.0,Indies Zero,E10+,0.4902518694363809
6017,Scooby-Doo! Unmasked,GC,2005.0,Platform,THQ,0.12,0.03,0.0,0.0,,,,,,,0.15028096778373068
6024,Deal or No Deal: The Banker is Back!,DS,2008.0,Misc,Mindscape,0.0,0.2,0.0,0.0,,,,,,,0.20030916952984112
6026,Captain America: Super Soldier,DS,,Action,Sega,0.05,0.0,0.0,0.0,,,,,,,0.05029126692603015
6027,Kenka Bancho Otome,PSV,2016.0,Action,Screenlife,0.0,0.0,0.03,0.0,,,,,,,0.030298044940984235
6028,Fantastic 4,PS2,2005.0,Action,Activision,0.41,0.01,0.0,0.07,64.0,42.0,7.8,19.0,7 Studios,T,0.4902151368844928
6036,Kawasaki Snowmobiles,Wii,2008.0,Racing,Metro 3D,0.02,0.0,0.0,0.0,,,2,6.0,Data Design Interactive,E,0.020296293196818964
6037,Who wants to be a millionaire,PS,2000.0,Misc,Eidos Interactive,0.45,0.3,0.0,0.05,,,,,,,0.8002269017349501
6046,Kirby's Adventure,NES,1993.0,Platform,Nintendo,0.79,0.14,0.8,0.02,,,,,,,1.7501266560822037
6059,Galerians,PS,1999.0,Adventure,Crave Entertainment,0.08,0.06,0.0,0.01,,,,,,,0.15028677100579552
6062,Little Battlers eXperience: Wars,3DS,2013.0,Strategy,Level 5,0.0,0.0,0.13,0.0,,,,,,,0.13029271459756
6070,Oreshika: Tainted Bloodlines,PSV,2014.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.15,0.0,78.0,26.0,8,84.0,Alfa System,T,0.15029164852887517
6071,Dragon's Lair 3D: Return to the Lair,XB,2002.0,Platform,Ubisoft,0.04,0.01,0.0,0.0,,,,,,,0.0502934186239179
6072,Technic Beat,PS2,2002.0,Misc,Arika,0.01,0.01,0.0,0.0,67.0,24.0,tbd,,Arika,E,0.020298444894706717
6080,Puzzle & Dragons,3DS,2013.0,Role-Playing,GungHo,0.0,0.0,1.51,0.0,,,,,,,1.5102191558583058
6085,Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,2016.0,Adventure,5pb,0.0,0.0,0.02,0.0,,,,,,,0.02029857797532666
6097,MLB 11: The Show,PS3,2011.0,Sports,Sony Computer Entertainment,0.54,0.0,0.0,0.04,90.0,30.0,7.8,87.0,SCEA San Diego Studios,E,0.5801998619890341
6099,Mario Party 5,GC,2003.0,Misc,Nintendo,0.97,0.33,0.73,0.06,69.0,33.0,8.2,57.0,Hudson,E,2.090099969728627
6100,Sonic Free Riders,X360,2010.0,Racing,Sega,0.74,0.25,0.0,0.09,47.0,52.0,2.1,98.0,Sega,E,1.080166623898422
6116,Call of Duty: Black Ops,PS3,2010.0,Shooter,Activision,5.99,4.37,0.48,1.79,88.0,58.0,6.4,1094.0,Treyarch,M,12.629062025686933
6120,Sports Collection,DS,2010.0,Sports,Ubisoft,0.06,0.01,0.0,0.01,,,tbd,,Ubisoft,E,0.08028774048153065
6129,Disney Sing It: Pop Hits,PS3,2009.0,Misc,Disney Interactive Studios,0.17,0.05,0.0,0.03,,,tbd,,Zoe Mode,E,0.25026656132874814
6133,Smashing Drive,GC,,Racing,Unknown,0.06,0.01,0.0,0.0,47.0,18.0,5.2,6.0,Point of View,T,0.07029006777672536
6136,SWAT 4,PC,2005.0,Shooter,Vivendi Games,0.0,0.02,0.0,0.0,85.0,49.0,8.6,224.0,Irrational Games,M,0.020300596592594467
6144,Daito Giken Premium Pachi-Slot Collection: Yoshimune,PS2,2006.0,Misc,Daito,0.0,0.0,0.03,0.0,,,,,,,0.030298044940984235
6146,Idol Janshi Suchie-Pai IV,PS2,2007.0,Misc,Jaleco,0.0,0.0,0.01,0.0,,,,,,,0.010299111009669083
6150,Turbo: Super Stunt Squad,PS3,2013.0,Sports,D3Publisher,0.0,0.01,0.0,0.0,38.0,5.0,tbd,,Monkey Bar Games,E,0.010300120318302986
6157,Metal Gear Solid V: Ground Zeroes,PC,2014.0,Action,Konami Digital Entertainment,0.0,0.01,0.0,0.0,80.0,20.0,7.6,412.0,Kojima Productions,M,0.010300120318302986
6167,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,2012.0,Action,Nintendo,0.0,0.0,0.27,0.0,,,,,,,0.27028525211676613
6169,Top Gun,PS3,2011.0,Simulation,505 Games,0.06,0.0,0.0,0.01,49.0,25.0,4.4,5.0,Doublesix,T,0.07028726420723916
6174,Winter Blast: 9 Snow & Ice Games,Wii,2010.0,Sports,Destineer,0.02,0.0,0.0,0.0,,,,,,,0.020296293196818964
6181,James Bond 007: Blood Stone,X360,2010.0,Shooter,Activision,0.2,0.23,0.0,0.05,62.0,66.0,7.1,63.0,Bizarre Creations,T,0.4802654534048165
6182,Spider-Man: Shattered Dimensions,X360,2010.0,Action,Activision,0.24,0.08,0.0,0.03,76.0,68.0,7.6,96.0,Beenox,T,0.3502562621864487
